_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
3702,site-and-area-specific-policies,1,0.58,1.0,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3703,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3704,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-15T10:20:56,v0.1.0
3705,street-furniture-bench,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3706,street-furniture-bicycle-parking,1,0.92,1.0,0.25,0.82,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3707,street-furniture-information-pillar-wayfinding-structure,1,0.93,1.0,0.25,0.81,0.73,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3708,street-furniture-litter-receptacle,1,0.95,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3709,street-furniture-poster-board,1,0.94,1.0,0.25,0.8,0.73,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3710,street-furniture-poster-structure,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3711,street-furniture-public-washroom,1,0.98,1.0,0.25,0.77,0.73,0.62,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3712,street-furniture-publication-structure,1,0.96,1.0,0.25,0.79,0.73,0.63,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3713,street-furniture-transit-shelter,1,0.9,1.0,0.25,0.82,0.73,0.64,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3714,tcdsb-schools,1,1.0,0.75,0.57,0.8,0.77,0.7,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3715,toronto-community-housing-data,1,0.94,0.75,0.6,0.7,0.73,0.63,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3716,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Silver,Silver,2020-10-15T10:20:56,v0.1.0
3717,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3718,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3719,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3720,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3721,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3722,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3723,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3724,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3725,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3726,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3727,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3728,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3729,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3730,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3731,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3732,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3733,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3734,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3735,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3736,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3737,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3738,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3739,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-15T10:20:56,v0.1.0
3740,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3741,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3742,annual-summary-of-reportable-communicable-diseases,1,0.98,1.0,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3743,apartment-building-evaluation,1,0.99,1.0,0.75,0.94,0.91,0.96,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3744,apartment-building-registration,1,0.5,1.0,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3745,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3746,bicycle-parking-bike-stations-indoor,1,0.79,1.0,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3747,bicycle-parking-high-capacity-outdoor,1,0.77,1.0,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3748,bicycle-parking-racks,1,0.71,0.75,0.12,0.82,0.64,0.46,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3749,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3750,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3751,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3752,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3753,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3754,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3755,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.66,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3756,building-permits-signs,1,0.95,1.0,0.12,0.89,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3757,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3758,business-improvement-areas,1,0.94,1.0,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3759,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3760,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3761,chemical-tracking-chemtrac,1,0.9,1.0,0.12,0.88,0.73,0.62,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3762,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3763,city-wards,1,0.72,1.0,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3764,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.4,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3765,clothing-drop-box-locations,1,0.85,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3766,community-council-boundaries,1,0.93,0.0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3767,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3768,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3769,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3770,daily-shelter-occupancy,1,0.96,1.0,0.37,0.94,0.79,0.73,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3771,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3772,development-applications,1,0.96,0.75,0.75,0.89,0.85,0.84,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3773,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3774,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3775,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3776,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3777,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3778,field-information-reports,1,0.89,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3779,fire-hydrants,1,1.0,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3780,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3781,former-municipality-boundaries,1,0.81,0.0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3782,highrise-residential-fire-inspection-results,1,0.94,1.0,0.62,0.69,0.78,0.72,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3783,homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3784,immunization-coverage-for-students,1,1.0,1.0,0.5,0.69,0.72,0.61,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3785,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3786,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.43,0.12,0.69,0.53,0.27,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3787,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3788,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3789,mbncanada-performance-measures,1,0.95,1.0,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3790,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3791,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3792,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3793,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3794,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3795,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3796,neighbourhoods,1,0.87,0.0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3797,on-street-permit-parking-area-maps,1,0.36,1.0,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3798,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.4,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3799,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3800,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3801,police-boundaries,1,0.87,0.0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3802,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3803,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3804,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3805,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3806,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3807,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3808,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3809,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.61,0.82,0.79,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3810,school-locations-all-types,1,0.84,1.0,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3811,school-safety-zone-watch-your-speed-program-locations,1,0.93,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3812,secondary-plans,1,0.73,0.0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3813,site-and-area-specific-policies,1,0.58,1.0,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3814,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3815,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.95,Gold,Gold,2020-10-19T09:38:47,v0.1.0
3816,street-furniture-bench,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3817,street-furniture-bicycle-parking,1,0.92,1.0,0.25,0.82,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3818,street-furniture-information-pillar-wayfinding-structure,1,0.93,1.0,0.25,0.81,0.73,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3819,street-furniture-litter-receptacle,1,0.95,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3820,street-furniture-poster-board,1,0.94,1.0,0.25,0.8,0.73,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3821,street-furniture-poster-structure,1,0.96,1.0,0.25,0.81,0.74,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3822,street-furniture-public-washroom,1,0.98,1.0,0.25,0.77,0.73,0.62,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3823,street-furniture-publication-structure,1,0.96,1.0,0.25,0.79,0.73,0.63,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3824,street-furniture-transit-shelter,1,0.9,1.0,0.25,0.82,0.73,0.64,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3825,tcdsb-schools,1,1.0,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3826,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3827,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Silver,Silver,2020-10-19T09:38:47,v0.1.0
3828,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3829,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3830,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3831,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3832,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3833,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3834,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3835,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3836,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3837,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3838,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3839,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3840,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3841,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3842,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3843,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3844,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3845,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3846,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3847,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3848,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3849,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3850,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-10-19T09:38:47,v0.1.0
3851,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3852,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3853,annual-summary-of-reportable-communicable-diseases,1,0.98,1.0,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3854,apartment-building-evaluation,1,0.99,1.0,0.75,0.94,0.91,0.96,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3855,apartment-building-registration,1,0.5,1.0,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3856,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3857,bicycle-parking-bike-stations-indoor,1,0.79,1.0,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3858,bicycle-parking-high-capacity-outdoor,1,0.77,1.0,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3859,bicycle-parking-racks,1,0.71,0.75,0.12,0.82,0.64,0.46,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3860,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3861,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3862,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3863,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3864,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3865,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3866,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.66,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3867,building-permits-signs,1,0.95,1.0,0.12,0.89,0.74,0.64,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3868,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3869,business-improvement-areas,1,0.94,1.0,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3870,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3871,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3872,chemical-tracking-chemtrac,1,0.9,1.0,0.12,0.88,0.73,0.62,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3873,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3874,city-wards,1,0.72,1.0,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3875,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.4,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3876,clothing-drop-box-locations,1,0.85,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3877,community-council-boundaries,1,0.93,0.0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3878,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3879,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3880,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3881,daily-shelter-occupancy,1,0.96,1.0,0.37,0.94,0.79,0.73,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3882,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3883,development-applications,1,0.96,0.75,0.75,0.89,0.85,0.84,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3884,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3885,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3886,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3887,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3888,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3889,field-information-reports,1,0.89,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3890,fire-hydrants,1,1.0,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3891,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3892,former-municipality-boundaries,1,0.81,0.0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-10-20T20:04:40,v0.1.0
3893,highrise-residential-fire-inspection-results,1,0.94,0.75,0.62,0.69,0.74,0.64,Silver,Silver,2020-10-20T20:04:40,v0.1.0
3894,homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-10-20T20:04:40,v0.1.0
3895,immunization-coverage-for-students,1,1.0,1.0,0.5,0.69,0.72,0.61,Silver,Silver,2020-10-20T20:04:40,v0.1.0
